,targetdataset,sourcedataset
91390,47,8
91391,72,36
91392,49,18
91393,2,26
91394,28,72
91395,13,27
91396,77,79
91397,75,56
91398,9,34
91399,71,60
91400,67,64
91401,64,38
91402,37,58
91403,7,60
91404,51,69
91405,18,43
91406,58,18
91407,24,46
91408,70,31
91409,70,51
91410,40,23
91411,70,62
91412,63,77
91413,50,24
91414,39,51
91415,66,49
91416,5,78
91417,30,46
91418,56,72
91419,64,65
91420,12,62
91421,62,76
91422,26,28
91423,73,64
91424,4,24
91425,59,11
91426,8,22
91427,46,22
91428,5,27
91429,60,53
91430,73,11
91431,0,10
91432,50,23
91433,64,55
91434,50,60
91435,75,32
91436,21,56
91437,14,63
91438,34,47
91439,55,30
91440,49,54
91441,16,45
91442,68,12
91443,12,77
91444,37,5
91445,32,50
91446,21,72
91447,4,18
91448,52,6
91449,29,47
91450,48,11
91451,5,61
91452,60,40
91453,79,53
91454,68,74
91455,1,62
91456,35,52
91457,34,77
91458,41,25
91459,22,62
91460,61,50
91461,0,79
91462,3,22
91463,29,64
91464,11,17
91465,70,35
91466,18,71
91467,18,30
91468,60,15
91469,0,12
91470,73,50
91471,53,19
91472,59,33
91473,41,27
91474,40,39
91475,14,44
91476,40,78
91477,43,35
91478,74,79
91479,45,70
91480,22,75
91481,70,79
91482,79,49
91483,2,17
91484,11,60
91485,26,77
91486,38,71
91487,19,7
91488,56,40
91489,38,37
91490,23,46
91491,9,33
91492,65,16
91493,53,65
91494,47,75
91495,11,52
91496,21,26
91497,53,56
91498,28,41
91499,46,16
91500,10,31
91501,17,16
91502,1,55
91503,45,4
91504,75,45
91505,59,64
91506,78,0
91507,37,22
91508,13,50
91509,29,8
91510,9,42
91511,62,67
91512,55,30
91513,3,50
91514,22,43
91515,39,70
91516,42,78
91517,19,38
91518,12,33
91519,6,24
91520,47,59
91521,52,71
91522,3,12
91523,73,13
91524,74,5
91525,34,67
91526,44,14
91527,38,55
91528,21,37
91529,29,69
91530,26,66
91531,78,53
91532,63,76
91533,73,42
91534,29,25
91535,62,60
91536,55,47
91537,70,11
91538,71,48
91539,77,41
91540,8,70
91541,40,23
91542,6,70
91543,71,9
91544,63,1
91545,67,23
91546,39,18
91547,16,68
91548,8,33
91549,4,35
91550,48,19
91551,8,77
91552,25,60
91553,65,60
91554,1,20
91555,47,31
91556,41,22
91557,52,26
91558,13,53
91559,30,35
91560,46,12
91561,6,56
91562,28,14
91563,40,45
91564,11,15
91565,23,28
91566,68,6
91567,34,36
91568,1,34
91569,39,19
91570,66,32
91571,77,54
91572,15,69
91573,1,78
91574,79,33
91575,18,48
91576,76,67
91577,24,38
91578,60,29
91579,25,7
91580,67,43
91581,22,5
91582,67,70
91583,34,50
91584,56,51
91585,3,65
91586,72,11
91587,53,33
91588,7,72
91589,54,53
91590,57,33
91591,12,42
91592,29,21
91593,67,71
91594,62,13
91595,28,73
91596,61,54
91597,11,44
91598,60,15
91599,39,50
91600,12,76
91601,21,49
91602,70,7
91603,11,64
91604,60,68
91605,9,11
91606,73,34
91607,28,2
91608,17,49
91609,36,46
91610,63,59
91611,29,30
91612,38,35
91613,15,7
91614,15,68
91615,53,69
91616,74,71
91617,72,24
91618,34,47
91619,24,53
91620,4,55
91621,41,4
91622,73,38
91623,4,62
91624,58,11
91625,69,36
91626,45,6
91627,78,35
91628,7,72
91629,0,29
91630,28,21
91631,17,42
91632,0,24
91633,71,25
91634,30,4
91635,17,51
91636,14,7
91637,1,41
91638,21,24
91639,44,65
91640,50,78
91641,68,6
91642,33,74
91643,51,6
91644,61,47
91645,66,24
91646,16,48
91647,78,55
91648,42,6
91649,55,30
91650,61,10
91651,79,34
91652,23,48
91653,24,42
91654,20,72
91655,34,7
91656,17,24
91657,39,33
91658,68,56
91659,18,40
91660,63,17
91661,4,14
91662,46,54
91663,30,8
91664,68,31
91665,68,52
91666,13,0
91667,67,59
91668,45,26
91669,11,0
91670,10,56
91671,14,47
91672,31,37
91673,49,36
91674,28,48
91675,17,22
91676,55,21
91677,5,64
91678,43,31
91679,49,46
91680,30,22
91681,24,48
91682,19,22
91683,63,49
91684,32,38
91685,2,49
91686,17,65
91687,6,59
91688,61,47
91689,45,23
91690,43,70
91691,15,67
91692,40,57
91693,44,57
91694,55,16
91695,48,55
91696,4,72
91697,4,69
91698,27,16
91699,54,1
91700,69,78
91701,27,50
91702,45,74
91703,6,74
91704,20,65
91705,38,52
91706,16,60
91707,50,69
91708,4,25
91709,60,58
91710,39,64
91711,21,51
91712,65,7
91713,64,31
91714,31,76
91715,65,39
91716,72,0
91717,2,43
91718,36,46
91719,73,47
91720,38,78
91721,25,29
91722,62,43
91723,19,10
91724,12,0
91725,68,30
91726,79,78
91727,52,46
91728,27,60
91729,74,69
91730,64,2
91731,1,77
91732,71,46
91733,15,7
91734,11,55
91735,60,27
91736,51,33
91737,48,18
91738,33,69
91739,70,44
91740,24,69
91741,72,36
91742,66,68
91743,31,42
91744,20,62
91745,33,57
91746,9,12
91747,63,22
91748,38,69
91749,31,11
91750,16,29
91751,78,61
91752,48,46
91753,1,74
91754,77,69
91755,0,69
91756,42,55
91757,37,69
91758,77,12
91759,28,63
91760,49,78
91761,37,51
91762,72,66
91763,22,61
91764,52,13
91765,52,9
91766,35,37
91767,0,66
91768,35,57
91769,38,75
91770,40,77
91771,47,4
91772,9,41
91773,0,52
91774,69,16
91775,16,52
91776,28,9
91777,20,69
91778,40,79
91779,8,63
91780,54,52
91781,28,17
91782,59,19
91783,71,67
91784,64,63
91785,26,0
91786,9,23
91787,12,54
91788,21,8
91789,22,58
91790,28,60
91791,60,63
91792,61,26
91793,5,25
91794,32,51
91795,48,51
91796,62,22
91797,51,64
91798,12,26
91799,13,33
91800,35,45
91801,44,11
91802,34,49
91803,74,9
91804,35,3
91805,29,68
91806,20,73
91807,74,61
91808,69,76
91809,25,45
91810,40,11
91811,43,75
91812,49,7
91813,33,35
91814,79,76
91815,6,44
91816,44,64
91817,34,51
91818,30,6
91819,36,6
91820,72,7
91821,39,75
91822,10,30
91823,17,79
91824,34,79
91825,48,24
91826,11,76
91827,23,5
91828,39,37
91829,51,61
91830,16,56
91831,49,11
91832,41,45
91833,62,32
91834,11,41
91835,4,58
91836,18,55
91837,19,8
91838,16,60
91839,27,29
91840,3,57
91841,8,38
91842,40,78
91843,50,23
91844,44,60
91845,53,78
91846,50,18
91847,42,13
91848,47,63
91849,27,24
91850,21,5
91851,26,76
91852,72,3
91853,5,32
91854,13,38
91855,75,5
91856,26,71
91857,20,44
91858,6,63
91859,54,19
91860,8,65
91861,46,64
91862,10,37
91863,75,59
91864,27,72
91865,52,15
91866,32,28
91867,61,72
91868,73,49
91869,73,71
91870,15,63
91871,35,77
91872,68,79
91873,60,76
91874,50,65
91875,13,69
91876,44,9
91877,55,31
91878,15,78
91879,46,3
91880,8,66
91881,43,70
91882,34,36
91883,41,38
91884,9,67
91885,63,71
91886,71,23
91887,7,19
91888,41,6
91889,67,64
91890,63,23
91891,50,7
91892,58,0
91893,22,47
91894,46,62
91895,34,17
91896,56,5
91897,20,15
91898,52,65
91899,65,30
91900,14,72
91901,11,71
91902,7,69
91903,70,25
91904,21,65
91905,16,20
91906,8,67
91907,6,23
91908,70,2
91909,79,69
91910,16,11
91911,57,59
91912,8,31
91913,33,54
91914,46,27
91915,68,22
91916,77,61
91917,50,15
91918,55,4
91919,61,14
91920,60,66
91921,46,71
91922,17,35
91923,53,4
91924,17,39
91925,12,78
91926,33,54
91927,44,1
91928,49,48
91929,7,46
91930,76,72
91931,70,14
91932,58,70
91933,24,47
91934,68,13
91935,2,55
91936,61,38
91937,63,65
91938,69,40
91939,61,73
91940,47,72
91941,48,68
91942,6,59
91943,36,24
91944,45,18
91945,33,45
91946,46,52
91947,0,40
91948,27,70
91949,51,63
91950,8,48
91951,49,69
91952,12,32
91953,18,78
91954,16,32
91955,21,34
91956,50,12
91957,32,48
91958,16,36
91959,20,9
91960,8,3
91961,11,71
91962,7,0
91963,28,11
91964,24,14
91965,13,67
91966,33,48
91967,24,74
91968,77,56
91969,26,5
91970,21,37
91971,49,39
91972,33,49
91973,65,51
91974,40,61
91975,44,62
91976,66,28
91977,68,29
91978,33,36
91979,68,44
91980,66,52
91981,35,15
91982,10,32
91983,21,27
91984,57,63
91985,64,11
91986,73,39
91987,59,68
91988,16,17
91989,48,38
91990,0,50
91991,47,51
91992,77,25
91993,72,70
91994,58,45
91995,59,29
91996,54,44
91997,38,64
91998,1,40
91999,63,34
92000,48,5
92001,75,54
92002,12,61
92003,74,45
92004,16,0
92005,64,71
92006,6,21
92007,64,40
92008,55,60
92009,38,65
92010,1,31
92011,73,75
92012,1,67
92013,19,37
92014,37,51
92015,69,67
92016,49,37
92017,59,48
92018,52,69
92019,71,62
92020,46,44
92021,23,78
92022,29,20
92023,4,1
92024,21,24
92025,76,1
92026,36,15
92027,65,56
92028,23,29
92029,56,77
92030,5,9
92031,35,15
92032,14,37
92033,26,19
92034,58,67
92035,72,75
92036,76,48
92037,1,28
92038,61,24
92039,19,64
92040,4,26
92041,17,25
92042,14,6
92043,37,79
92044,70,4
92045,7,68
92046,31,73
92047,5,28
92048,1,26
92049,26,0
92050,66,52
92051,38,60
92052,1,58
92053,36,3
92054,29,73
92055,57,18
92056,20,73
92057,73,13
92058,15,20
92059,31,69
92060,6,0
92061,1,27
92062,53,78
92063,79,78
92064,56,69
92065,17,5
92066,59,8
92067,35,26
92068,6,53
92069,34,72
92070,59,17
92071,26,70
92072,69,21
92073,10,34
92074,3,14
92075,63,15
92076,77,48
92077,4,0
92078,10,58
92079,39,55
92080,73,22
92081,24,64
92082,53,42
92083,40,0
92084,12,10
92085,5,6
92086,78,52
92087,75,65
92088,63,56
92089,72,5
92090,19,22
92091,37,70
92092,75,29
92093,33,56
92094,30,11
92095,64,62
92096,79,10
92097,30,74
92098,9,42
92099,76,23
92100,43,4
92101,46,59
92102,39,77
92103,61,9
92104,73,72
92105,60,1
92106,57,2
92107,0,20
92108,77,55
92109,35,73
92110,18,28
92111,77,44
92112,30,25
92113,17,3
92114,3,44
92115,57,12
92116,49,41
92117,73,36
92118,23,44
92119,24,73
92120,72,60
92121,39,69
92122,76,32
92123,36,67
92124,43,68
92125,17,54
92126,62,70
92127,15,17
92128,33,47
92129,25,66
92130,57,55
92131,70,14
92132,57,73
92133,36,25
92134,62,56
92135,8,60
92136,17,22
92137,2,12
92138,22,2
92139,17,34
92140,63,2
92141,30,13
92142,50,63
92143,28,47
92144,44,65
92145,76,75
92146,7,42
92147,10,53
92148,20,58
92149,67,29
92150,78,3
92151,41,71
92152,30,29
92153,71,47
92154,26,10
92155,75,14
92156,22,73
92157,14,5
92158,78,22
92159,75,26
92160,6,57
92161,29,44
92162,78,50
92163,57,51
92164,29,26
92165,38,53
92166,33,7
92167,19,37
92168,63,65
92169,66,5
92170,79,72
92171,15,63
92172,46,28
92173,32,76
92174,54,71
92175,44,73
92176,22,40
92177,65,73
92178,28,29
92179,13,67
92180,30,60
92181,29,46
92182,8,39
92183,64,48
92184,43,57
92185,65,39
92186,9,72
92187,49,75
92188,24,63
92189,66,18
92190,61,63
92191,32,36
92192,2,35
92193,8,69
92194,67,17
92195,68,24
92196,74,17
92197,65,24
92198,23,12
92199,52,23
92200,49,63
92201,64,41
92202,47,9
92203,4,21
92204,13,27
92205,63,36
92206,47,16
92207,63,24
92208,51,76
92209,4,9
92210,76,62
92211,31,52
92212,67,32
92213,7,43
92214,50,47
92215,20,26
92216,63,79
92217,74,26
92218,68,6
92219,15,6
92220,48,37
92221,51,37
92222,53,22
92223,72,54
92224,8,47
92225,15,32
92226,36,5
92227,67,8
92228,63,7
92229,53,14
92230,15,70
92231,48,74
92232,40,50
92233,36,46
92234,23,10
92235,45,70
92236,34,31
92237,74,77
92238,41,48
92239,34,22
92240,51,70
92241,57,30
92242,54,68
92243,0,66
92244,30,49
92245,10,5
92246,31,45
92247,31,56
92248,19,60
92249,23,15
92250,73,78
92251,47,33
92252,38,3
92253,74,41
92254,56,55
92255,61,34
92256,2,48
92257,35,12
92258,26,35
92259,72,54
92260,32,35
92261,30,3
92262,45,46
92263,4,12
92264,59,7
92265,30,36
92266,45,9
92267,55,36
92268,75,28
92269,14,55
92270,21,49
92271,77,69
92272,37,79
92273,44,39
92274,66,58
92275,72,33
92276,45,64
92277,56,59
92278,21,15
92279,3,17
92280,52,78
92281,48,52
92282,56,20
92283,9,67
92284,23,74
92285,58,13
92286,23,8
92287,7,33
92288,42,62
92289,39,42
92290,66,34
92291,74,55
92292,23,46
92293,45,35
92294,3,21
92295,57,30
92296,72,20
92297,25,66
92298,13,69
92299,5,24
92300,62,36
92301,44,57
92302,51,11
92303,6,61
92304,54,34
92305,39,67
92306,73,63
92307,2,42
92308,46,1
92309,5,34
92310,63,2
92311,2,49
92312,30,60
92313,52,1
92314,39,27
92315,33,35
92316,39,76
92317,32,46
92318,77,63
92319,3,68
92320,53,50
92321,55,75
92322,71,35
92323,17,63
92324,58,46
92325,36,18
92326,70,18
92327,0,21
92328,1,44
92329,62,29
92330,52,26
92331,9,10
92332,32,77
92333,70,10
92334,65,30
92335,79,27
92336,6,25
92337,29,76
92338,3,9
92339,38,71
92340,5,18
92341,7,67
92342,59,63
92343,40,29
92344,7,33
92345,10,20
92346,11,41
92347,77,31
92348,21,22
92349,61,36
92350,52,77
92351,60,40
92352,40,42
92353,32,78
92354,32,45
92355,38,50
92356,6,66
92357,41,70
92358,62,33
92359,7,5
92360,27,40
92361,67,6
92362,57,1
92363,74,55
92364,37,61
92365,44,57
92366,46,32
92367,58,11
92368,40,24
92369,48,74
92370,29,6
92371,56,5
92372,13,25
92373,46,36
92374,0,7
92375,52,13
92376,55,49
92377,29,59
92378,76,16
92379,76,29
92380,31,8
92381,47,21
92382,68,10
92383,36,51
92384,17,19
92385,45,13
92386,63,71
92387,67,61
92388,63,16
92389,33,74
92390,77,6
92391,56,26
92392,6,34
92393,20,43
92394,5,18
92395,76,33
92396,35,32
92397,61,19
92398,32,25
92399,12,10
92400,27,72
92401,64,51
92402,78,46
92403,60,39
92404,57,23
92405,28,34
92406,28,69
92407,57,38
92408,55,29
92409,26,17
92410,61,79
92411,70,5
92412,58,72
92413,2,62
92414,35,59
92415,12,24
92416,29,61
92417,56,59
92418,42,55
92419,15,7
92420,66,70
92421,37,51
92422,26,59
92423,37,51
92424,30,36
92425,28,76
92426,27,29
92427,51,30
92428,4,44
92429,53,77
92430,19,79
92431,13,39
92432,56,42
92433,1,14
92434,54,45
92435,19,30
92436,42,50
92437,31,74
92438,48,17
92439,37,24
92440,79,39
92441,40,44
92442,43,62
92443,51,22
92444,37,59
92445,46,49
92446,60,53
92447,16,48
92448,67,33
92449,69,58
92450,16,57
92451,74,64
92452,63,73
92453,39,64
92454,23,78
92455,41,67
92456,61,11
92457,34,13
92458,39,30
92459,7,27
92460,12,71
92461,16,70
92462,76,68
92463,3,75
92464,44,38
92465,14,46
92466,50,63
92467,59,14
92468,60,20
92469,58,17
92470,38,29
92471,45,28
92472,53,30
92473,18,27
92474,55,58
92475,6,58
92476,70,25
92477,32,33
92478,8,43
92479,31,52
92480,28,60
92481,72,49
92482,13,63
92483,55,16
92484,1,51
92485,10,63
92486,4,63
92487,39,15
92488,73,33
92489,54,7
92490,36,44
92491,67,40
92492,1,7
92493,61,47
92494,34,32
92495,66,72
92496,44,73
92497,52,15
92498,32,25
92499,15,2
92500,16,6
92501,47,75
92502,40,71
92503,3,74
92504,8,77
92505,71,66
92506,9,5
92507,6,73
92508,68,43
92509,66,6
92510,22,49
92511,76,58
92512,58,39
92513,15,4
92514,39,38
92515,53,57
92516,71,15
92517,23,35
92518,54,14
92519,10,28
92520,10,63
92521,59,44
92522,3,0
92523,23,29
92524,75,3
92525,54,10
92526,3,70
92527,73,48
92528,19,17
92529,45,26
92530,29,48
92531,16,8
92532,18,31
92533,75,6
92534,30,46
92535,34,61
92536,37,71
92537,51,13
92538,23,1
92539,34,2
92540,34,3
92541,43,68
92542,69,53
92543,12,5
92544,52,18
92545,60,19
92546,22,19
92547,23,40
92548,59,55
92549,71,4
92550,69,49
92551,36,74
92552,52,44
92553,37,71
92554,42,61
92555,37,69
92556,44,69
92557,34,48
92558,52,33
92559,6,38
92560,1,21
92561,2,76
92562,35,1
92563,20,77
92564,50,2
92565,40,43
92566,8,48
92567,20,6
92568,39,5
92569,78,7
92570,47,52
92571,30,23
92572,69,36
92573,9,6
92574,68,26
92575,74,11
92576,8,55
92577,77,37
92578,11,2
92579,63,10
92580,47,29
92581,16,15
92582,56,22
92583,30,59
92584,71,1
92585,3,0
92586,57,62
92587,8,5
92588,54,30
92589,58,73
92590,73,6
92591,70,50
92592,67,37
92593,37,21
92594,38,11
92595,68,23
92596,13,62
92597,29,63
92598,29,25
92599,19,7
92600,76,17
92601,0,17
92602,0,11
92603,11,44
92604,53,21
92605,59,9
92606,53,8
92607,56,55
92608,6,49
92609,49,62
92610,63,40
92611,63,12
92612,31,62
92613,40,5
92614,43,72
92615,50,12
92616,30,49
92617,53,12
92618,66,50
92619,52,48
92620,9,24
92621,13,63
92622,65,50
92623,30,2
92624,17,75
92625,13,50
92626,28,50
92627,46,68
92628,16,8
92629,26,16
92630,0,35
92631,2,77
92632,33,12
92633,2,3
92634,44,56
92635,1,42
92636,25,39
92637,63,24
92638,9,6
92639,16,65
92640,76,20
92641,78,73
92642,77,38
92643,63,49
92644,4,38
92645,6,45
92646,51,60
92647,41,8
92648,32,3
92649,58,70
92650,73,68
92651,17,74
92652,14,55
92653,66,38
92654,22,5
92655,1,51
92656,15,22
92657,51,12
92658,36,70
92659,28,25
92660,28,42
92661,44,75
92662,78,46
92663,49,11
92664,56,38
92665,27,74
92666,15,46
92667,79,22
92668,73,7
92669,62,5
92670,69,31
92671,77,74
92672,31,23
92673,13,44
92674,14,75
92675,29,32
92676,25,2
92677,68,22
92678,77,43
92679,10,75
92680,71,20
92681,2,23
92682,29,50
92683,68,26
92684,46,61
92685,72,24
92686,32,24
92687,55,39
92688,41,23
92689,79,70
92690,48,59
92691,47,34
92692,31,61
92693,73,44
92694,5,34
92695,12,41
92696,20,6
92697,55,2
92698,19,15
92699,48,63
92700,5,0
92701,24,27
92702,38,51
92703,44,28
92704,47,14
92705,9,50
92706,67,38
92707,3,43
92708,34,6
92709,77,61
92710,30,27
92711,12,40
92712,37,11
92713,46,43
92714,63,43
92715,29,76
92716,43,52
92717,23,46
92718,22,69
92719,67,58
92720,21,13
92721,45,58
92722,8,46
92723,42,5
92724,42,53
92725,49,77
92726,34,3
92727,46,33
92728,13,55
92729,61,33
92730,41,23
92731,22,13
92732,78,16
92733,2,11
92734,79,8
92735,44,75
92736,11,53
92737,52,7
92738,77,18
92739,8,20
92740,57,53
92741,48,8
92742,40,29
92743,41,43
92744,64,1
92745,3,8
92746,3,37
92747,19,28
92748,51,17
92749,40,8
92750,33,64
92751,60,43
92752,41,12
92753,41,9
92754,51,39
92755,22,23
92756,79,33
92757,34,37
92758,38,72
92759,10,69
92760,79,10
92761,42,59
92762,63,41
92763,9,28
92764,57,16
92765,49,63
92766,13,50
92767,7,46
92768,29,60
92769,47,25
92770,53,8
92771,57,27
92772,19,59
92773,32,11
92774,31,54
92775,20,34
92776,37,38
92777,37,14
92778,4,27
92779,55,6
92780,50,41
92781,42,78
92782,26,51
92783,27,33
92784,16,1
92785,59,37
92786,59,55
92787,8,9
92788,48,18
92789,23,25
92790,27,31
92791,12,35
92792,21,57
92793,7,55
92794,44,41
92795,14,52
92796,28,54
92797,27,36
92798,16,62
92799,61,72
92800,48,5
92801,18,16
92802,24,44
92803,79,27
92804,1,75
92805,10,54
92806,42,13
92807,4,79
92808,38,73
92809,29,52
92810,28,15
92811,40,6
92812,31,63
92813,29,51
92814,31,42
92815,13,66
92816,40,42
92817,4,62
92818,19,50
92819,10,30
92820,1,53
92821,18,65
92822,61,19
92823,4,57
92824,57,13
92825,52,48
92826,13,66
92827,24,9
92828,8,18
92829,38,43
92830,21,10
92831,34,69
92832,66,17
92833,61,17
92834,78,2
92835,55,52
92836,44,74
92837,8,77
92838,32,49
92839,17,22
92840,67,62
92841,38,52
92842,18,51
92843,59,34
92844,23,40
92845,74,75
92846,14,76
92847,74,32
92848,16,78
92849,25,26
92850,78,19
92851,34,55
92852,6,3
92853,47,32
92854,40,52
92855,38,50
92856,8,21
92857,34,48
92858,60,15
92859,70,18
92860,29,79
92861,36,14
92862,18,42
92863,8,32
92864,36,19
92865,67,72
92866,73,39
92867,72,45
92868,3,64
92869,19,75
92870,65,29
92871,8,29
92872,18,47
92873,61,27
92874,31,8
92875,61,30
92876,15,71
92877,23,59
92878,61,53
92879,10,60
92880,29,52
92881,72,1
92882,55,45
92883,72,57
92884,16,76
92885,30,65
92886,3,68
92887,40,59
92888,76,28
92889,30,22
92890,65,63
92891,58,2
92892,67,48
92893,63,30
92894,74,8
92895,79,61
92896,79,40
92897,34,64
92898,48,44
92899,50,37
92900,38,13
92901,51,18
92902,16,55
92903,6,34
92904,53,78
92905,75,12
92906,53,46
92907,79,46
92908,70,62
92909,12,37
92910,55,59
92911,34,26
92912,64,58
92913,70,22
92914,60,47
92915,45,22
92916,35,67
92917,14,60
92918,38,20
92919,1,79
92920,70,10
92921,64,74
92922,74,57
92923,64,23
92924,14,3
92925,71,45
92926,10,27
92927,29,25
92928,75,31
92929,54,28
92930,23,52
92931,11,45
92932,46,53
92933,27,0
92934,24,16
92935,40,44
92936,59,16
92937,2,29
92938,11,26
92939,5,25
92940,14,1
92941,8,29
92942,22,29
92943,53,26
92944,15,2
92945,53,5
92946,45,70
92947,24,25
92948,51,12
92949,21,37
92950,65,5
92951,6,77
92952,61,31
92953,55,3
92954,60,55
92955,60,27
92956,33,12
92957,75,69
92958,78,66
92959,17,28
92960,79,67
92961,58,18
92962,57,75
92963,17,21
92964,39,27
92965,11,45
92966,45,37
92967,62,48
92968,56,36
92969,32,7
92970,34,17
92971,34,63
92972,56,66
92973,58,16
92974,8,22
92975,75,37
92976,24,21
92977,18,41
92978,51,21
92979,59,26
92980,47,70
92981,37,2
92982,40,17
92983,63,36
92984,35,3
92985,56,1
92986,47,44
92987,44,9
92988,76,54
92989,63,31
92990,27,28
92991,71,60
92992,16,56
92993,45,63
92994,46,63
92995,47,61
92996,62,26
92997,32,51
92998,12,66
92999,8,38
93000,59,65
93001,56,73
93002,4,27
93003,63,48
93004,47,50
93005,37,18
93006,28,44
93007,53,20
93008,62,78
93009,72,64
93010,75,12
93011,61,42
93012,77,40
93013,79,64
93014,16,73
93015,70,18
93016,22,51
93017,37,13
93018,61,40
93019,19,39
93020,20,41
93021,36,13
93022,38,0
93023,31,22
93024,52,34
93025,75,35
93026,69,38
93027,47,28
93028,11,0
93029,18,47
93030,41,11
93031,41,50
93032,20,27
93033,46,73
93034,40,2
93035,61,68
93036,78,23
93037,29,22
93038,54,8
93039,43,73
93040,30,37
93041,62,52
93042,21,62
93043,25,19
93044,17,11
93045,74,32
93046,63,54
93047,19,5
93048,19,57
93049,20,18
93050,56,63
93051,29,58
93052,7,35
93053,52,74
93054,53,50
93055,25,62
93056,23,78
93057,8,66
93058,6,11
93059,20,43
93060,42,1
93061,52,7
93062,41,5
93063,63,48
93064,65,56
93065,32,52
93066,42,77
93067,8,60
93068,33,17
93069,76,45
93070,33,54
93071,43,77
93072,47,16
93073,22,53
93074,53,39
93075,12,5
93076,43,7
93077,22,29
93078,75,52
93079,56,47
93080,32,13
93081,8,10
93082,23,51
93083,48,3
93084,53,78
93085,23,22
93086,0,64
93087,47,44
93088,19,25
93089,7,76
93090,1,26
93091,60,24
93092,33,61
93093,70,56
93094,24,43
93095,63,3
93096,37,60
93097,66,74
93098,42,34
93099,38,22
93100,18,46
93101,75,20
93102,34,57
93103,6,38
93104,59,50
93105,70,1
93106,56,33
93107,51,29
93108,14,30
93109,35,56
93110,50,20
93111,71,65
93112,54,4
93113,41,21
93114,34,71
93115,64,28
93116,53,66
93117,66,42
93118,46,67
93119,18,59
93120,27,64
93121,7,79
93122,30,69
93123,62,32
93124,70,68
93125,42,4
93126,8,29
93127,62,71
93128,15,9
93129,2,18
93130,75,60
93131,48,4
93132,1,3
93133,34,38
93134,70,38
93135,36,55
93136,55,15
93137,36,70
93138,41,74
93139,45,21
93140,33,19
93141,71,55
93142,25,54
93143,30,3
93144,40,24
93145,1,24
93146,64,43
93147,60,65
93148,35,8
93149,71,35
93150,17,33
93151,11,15
93152,58,2
93153,40,62
93154,39,6
93155,52,39
93156,24,39
93157,22,13
93158,2,13
93159,36,69
93160,0,75
93161,64,68
93162,45,70
93163,51,33
93164,11,27
93165,38,34
93166,44,76
93167,48,45
93168,64,25
93169,74,40
93170,14,0
93171,55,17
93172,13,12
93173,33,67
93174,73,56
93175,9,3
93176,6,19
93177,62,70
93178,17,54
93179,21,23
93180,4,6
93181,37,13
93182,52,62
93183,25,76
93184,45,48
93185,34,26
93186,47,26
93187,74,36
93188,72,14
93189,12,14
93190,63,53
93191,7,43
93192,75,68
93193,79,12
93194,24,8
93195,30,44
93196,31,67
93197,7,27
93198,48,20
93199,23,26
93200,51,18
93201,8,9
93202,25,2
93203,48,71
93204,13,17
93205,58,45
93206,62,2
93207,73,9
93208,64,5
93209,50,49
93210,8,51
93211,8,78
93212,69,16
93213,32,69
93214,29,33
93215,79,58
93216,18,3
93217,23,15
93218,76,54
93219,68,6
93220,3,23
93221,62,40
93222,42,29
93223,12,17
93224,75,50
93225,3,10
93226,70,55
93227,29,53
93228,70,20
93229,1,54
93230,36,39
93231,73,35
93232,54,57
93233,27,20
93234,67,8
93235,75,26
93236,53,51
93237,6,54
93238,45,33
93239,11,73
93240,6,37
93241,4,78
93242,27,28
93243,39,50
93244,59,2
93245,32,0
93246,72,30
93247,22,29
93248,59,51
93249,16,46
93250,53,63
93251,20,15
93252,55,6
93253,18,53
93254,66,68
93255,48,75
93256,28,33
93257,21,53
93258,65,10
93259,56,53
93260,5,45
93261,15,51
93262,31,37
93263,7,32
93264,11,65
93265,6,16
93266,38,60
93267,2,1
93268,35,44
93269,34,60
93270,19,9
93271,65,39
93272,8,16
93273,5,78
93274,10,29
93275,49,54
93276,16,57
93277,32,68
93278,67,28
93279,30,57
93280,74,20
93281,36,9
93282,31,25
93283,4,66
93284,26,4
93285,5,63
93286,59,46
93287,76,28
93288,3,40
93289,54,69
93290,35,38
93291,69,61
93292,71,55
93293,44,76
93294,73,39
93295,27,40
93296,52,66
93297,69,27
93298,10,49
93299,31,64
93300,21,38
93301,5,67
93302,39,47
93303,44,52
93304,75,53
93305,65,54
93306,53,33
93307,53,71
93308,15,8
93309,29,25
93310,70,34
93311,43,77
93312,20,49
93313,20,13
93314,51,30
93315,1,62
93316,67,57
93317,18,66
93318,60,64
93319,55,28
93320,58,8
93321,0,78
93322,15,33
93323,37,22
93324,1,50
93325,68,14
93326,8,32
93327,40,55
93328,13,78
93329,18,21
93330,72,79
93331,2,40
93332,46,37
93333,48,67
93334,76,30
93335,15,12
93336,70,75
93337,9,37
93338,30,45
93339,29,38
93340,4,66
93341,25,75
93342,37,18
93343,61,73
93344,75,34
93345,40,42
93346,78,74
93347,54,35
93348,75,69
93349,48,28
93350,16,43
93351,26,67
93352,2,29
93353,16,66
93354,36,17
93355,44,34
93356,72,70
93357,53,43
93358,13,21
93359,16,33
93360,64,68
93361,3,28
93362,39,60
93363,57,73
93364,75,66
93365,50,41
93366,53,46
93367,8,31
93368,77,27
93369,32,63
93370,60,46
93371,24,3
93372,58,64
93373,36,75
93374,77,52
93375,49,7
93376,77,24
93377,11,66
93378,59,62
93379,5,6
93380,64,17
93381,50,34
93382,6,73
93383,3,8
93384,58,11
93385,2,66
93386,47,54
93387,65,39
